0,3609.24,155.86,0
1,4014.89,390.48,0
2,4093.22,117.57,0
3,3878.9,74.46,0
4,3988.86,76.48,1
5,3912.32,116.19,0
6,3792.22,217.52,0
7,4971.11,124.41,0
8,5479.07,122.29,1
9,5195.03,78.48,1
10,4815.66,78.28,1
11,5145.07,76.45,0
12,5036.93,77.35,1
13,5435.05,198.71,1
14,3386.12,78.95,5
15,2839.52,81.19,0
16,1096.07,124.27,1
17,2582.03,79.79,1
18,1594.47,80.76,3
19,2502.31,114.91,5
20,3034.12,81.17,6
21,1114.39,128.77,1
22,2557.94,82.62,7
23,2998.39,79.44,1
24,1159.13,127.61,0
25,2516.42,84.45,4
26,2918.76,82.79,4
27,1135.92,80.74,2
28,1597.53,131.56,5
29,1424.03,128.04,6
30,3143.47,205.21,6
31,1027.8,80.38,4
32,1685.15,130.16,7
33,2013.73,81.58,1
34,2448.26,80.94,5
35,1026.74,80.8,7
36,2604.72,83.01,2
37,1741.88,84.28,8
38,1210.24,81.83,3
39,958.87,80.6,4
40,879.71,82.94,9
41,2900.82,81.1,5
42,975.04,79.42,4
43,1579.12,81.22,6
44,1483.35,80.82,2
45,1539.03,82.15,7
46,1527.64,82.95,3
47,1509.53,81.96,6
48,1527.06,83.24,4
49,1271.66,80.5,5
50,1259.21,81.51,6
51,1278.67,86.95,5
52,1186.41,83.99,7
53,875.16,80.17,5
54,1040.67,81.98,3
55,907.71,79.23,7
56,871.68,83.25,9
57,940.36,80.4,8
58,834.49,81.79,7
59,891.59,85.18,8
60,895.23,82.7,7
61,887.52,80.67,7
62,1003.85,80.95,7
63,846.85,80.64,6
64,889.84,81.06,6
65,888.2,78.67,10
66,866.6,78.4,6
67,1035.39,83.98,12
68,922.87,81.22,5
69,1009.12,77.07,5
70,1007.49,84.03,9
71,926.33,81.97,6
72,1077.79,82.5,6
73,852.12,82.12,8
74,856.37,121.24,8
75,1000.91,75.71,12
76,778.36,75.08,10
77,1364.24,77.38,9
78,1388.03,76.13,7
79,1386.7,80.36,7
80,1355.87,76.28,5
81,1733.72,85.13,2
82,1621.22,85.6,12
83,1633.94,82.61,7
84,1466.95,80.48,8
85,1358.61,82.02,12
86,1621.75,89.19,16
87,1141.85,81.43,10
88,1311.03,79.15,10
89,930.05,82.51,13
90,944.06,78.15,13
91,954.29,77.73,7
92,1075.12,83.18,8
93,249.61,73.79,5
94,1168.66,77.78,9
95,1175.87,79.95,9
96,236.97,70.78,10
97,1470.34,85.4,10
98,267.05,77.6,11
99,1161.39,79.63,18
100,232.22,86.92,13
101,319.78,73.06,16
102,204.4,72.1,18
103,1361.31,77.13,17
104,1247.92,194.71,14
105,996.17,85.15,7
106,259.17,72.21,20
107,1318.93,83.65,14
108,1084.77,87.54,13
109,261.93,76.87,17
110,1219,83.64,10
111,1105.14,90.72,13
112,260.79,78.47,17
113,1235.7,83.03,11
114,1164.27,85.43,9
115,271.74,79.24,14
116,1476.26,85.84,12
117,249.37,79.4,12
118,1361.76,92.47,15
119,271.38,79.45,11
120,1337.64,81.63,11
121,1218.24,93.62,9
122,236.67,76.56,16
123,1371.05,204.76,12
124,1261.54,87.22,18
125,1939.6,89,11
126,2023.03,91.03,14
127,247.35,80.92,17
128,197.1,77.78,15
129,176.8,76.81,17
130,168.05,79.05,13
131,173.37,74.5,20
132,172.5,74.86,19
133,172.32,74.39,10
134,162.92,73.47,15
135,175.79,73.05,13
136,146.77,75.59,13
137,173.7,70.33,19
138,167.71,75.38,18
139,176.85,73.28,9
140,143.82,75.19,10
141,167.85,78.57,22
142,168.48,71.1,16
143,175.14,71.64,16
144,191.76,76.94,20
145,154.17,72.79,16
146,171.87,74.38,16
147,168.85,74.62,14
148,164.56,74.8,19
149,152.65,77.01,19
150,174.89,73.35,21
151,171.49,74.6,16
152,168.27,76.6,20
153,175.45,72.29,23
154,151.67,73.64,23
155,170.4,74.38,12
156,213.32,75.84,13
157,175.32,72.9,17
158,168.45,72.69,21
159,152.43,77.72,21
160,169.89,77.38,11
161,191.4,72.43,15
162,176.8,79.73,13
163,151.73,73.09,19
164,171.08,76.74,17
165,170.99,72.5,18
166,173.15,73.03,19
167,173.86,71.21,21
168,146.92,72.54,25
169,170.79,76.07,30
170,169.6,77.14,17
171,165.93,74.75,16
172,147.06,73.69,19
173,171.7,78.27,21
174,172.62,77.84,15
175,171.77,75.47,20
176,168.5,77.14,20
177,148.96,102.44,20
178,172.06,77.12,18
179,172.33,116.13,17
180,185.42,74.5,24
181,147.06,76.09,11
182,179.27,80.3,22
183,174.37,76.51,19
184,172.06,76.77,22
185,168.67,75.95,15
186,154.54,77.89,24
187,170.8,76.75,17
188,176.08,73.9,21
189,170.59,76.17,20
190,173.69,77.52,21
191,149.76,77.24,18
192,175.87,81.46,25
193,174.9,72.23,22
194,169.69,78.29,18
195,158.13,75.98,19
196,178.36,80.4,22
197,294.94,75.38,22
198,208.13,80.3,18
199,286.89,77.93,24
200,156.66,79.87,22
201,188.9,74.79,20
202,175.57,81.5,24
203,184.71,83.52,25
204,154.05,76.76,20
205,188.6,72.55,20
206,178.54,85.29,25
207,177.97,77.67,19
208,176.52,82.78,27
209,162.75,81.31,24
210,171.11,79.31,23
211,178.07,78.45,26
212,258.23,76.27,23
213,167.96,72.72,25
214,185.83,80.2,28
215,185.39,77.9,20
216,189.26,76.3,19
217,179.64,80.43,27
218,163.49,79.02,27
219,185.95,79.49,32
220,29113.7,100.39,24
221,1643.49,95.81,21
222,1605.81,99.11,17
223,1039.44,99.73,21
224,1261.54,100.32,23
225,269.14,85.96,19
226,1978.31,105.49,16
227,246.11,89.59,24
228,208.29,83.62,20
229,192.62,79.22,23
230,303.92,81.78,29
231,179.46,77.22,32
232,155.5,75.1,28
233,183.35,76.93,28
234,232.81,81.07,24
235,179.49,80.23,26
236,158.69,75.67,27
237,174.65,74,24
238,169.71,76.67,23
239,169.75,71.41,31
240,196.61,74.97,31
241,154.1,71.78,23
242,166.97,71.32,29
243,171.02,79.31,26
244,172.91,188.55,29
245,168.51,77.79,25
246,188.95,79.8,26
247,186.11,80.88,31
248,182.37,79.76,32
249,185.5,81.58,33
250,162.41,77.43,29
251,182.57,73.2,25
252,184.31,86.45,36
253,181.13,89,20
254,174.11,84.56,22
255,166.43,77.78,24
256,176.87,213.38,27
257,176,72.92,32
258,177.25,80.83,25
259,144.52,71.13,29
260,172.93,88.33,25
261,167.73,79.76,18
262,165.77,79.54,24
263,179.68,77.53,25
264,151.41,74.11,30
265,165.69,72.51,28
266,165.18,79.12,27
267,169.28,84.7,30
268,153.67,78.59,28
269,169.6,78.1,32
270,171.83,75,34
271,167.49,82.63,28
272,176.92,77.05,25
273,153.18,80.11,33
274,193.47,81,18
275,168.88,79.97,26
276,168.54,80.35,28
277,151.82,79.72,28
278,171.94,72.18,33
279,213.2,76.24,29
280,171.23,78.2,26
281,187.74,197.86,35
282,195.96,85.13,41
283,209.61,87.15,29
284,181.84,80.29,31
285,191.06,76.54,39
286,181.6,74.11,29
287,164.01,79.17,30
288,180.91,86.87,31
289,181.03,86.1,30
290,186.18,77.42,30
291,170.75,81.84,26
292,313.89,81.57,29
293,172.55,74.49,23
294,168.92,84.32,24
295,174.63,82.27,33
296,161.16,83.92,29
297,185.62,78.64,37
298,172.07,75.95,28
299,182.55,80.26,26
300,156.61,82.86,30
301,174.77,80.82,36
302,174.81,74.89,33
303,181.68,73.38,31
304,177.37,75.73,44
305,156.53,84.95,35
306,171.54,78.19,28
307,172,78.18,32
308,170.77,80.46,37
309,153.31,86.93,32
310,169,81.25,36
311,172.44,79.99,30
312,175.23,88.16,34
313,208.86,83.9,32
314,156.18,75.35,36
315,182.49,77.96,28
316,175.44,81.27,38
317,181.41,78.28,33
318,178.67,87.47,29
319,158.93,84.7,31
320,179,80.67,32
321,175.59,80.48,29
322,174.78,77.9,33
323,155.17,79.92,37
324,181.09,78.1,35
325,190.03,86.77,34
326,297.46,207.9,36
327,199.13,89.71,30
328,179.48,95.61,31
329,225.48,90.86,32
330,195.37,96.82,39
331,197.53,90.15,30
332,175.41,84.49,37
333,201.98,91.61,39
334,198.09,97.99,30
335,209.82,88.11,37
336,203.62,82.58,36
337,181.57,84.05,43
338,196.65,87.7,36
339,206.79,94.38,39
340,197.32,90.82,27
341,175.55,89.17,35
342,197.69,84.79,31
343,199.95,90.62,30
344,198.1,92.09,29
345,194.82,94.66,45
346,188.47,93.74,37
347,202.06,100.45,39
348,190.93,89.5,32
349,203.99,91.47,42
350,202.6,90.1,42
351,184.46,95.68,37
352,209.38,90.6,31
353,248.09,99.98,32
354,203.99,93.5,33
355,195.24,96.05,30
356,203.54,88.58,36
357,202.71,37844,40
358,1086.58,118.96,32
359,1240.48,120.07,30
360,957.43,124.29,29
361,959.86,111.8,33
362,928.53,119.7,32
363,1071.82,109.6,26
364,875.94,117.92,38
365,949.79,127.83,42
366,1931.63,131.71,42
367,2048.54,131.43,40
368,1023.09,126.08,35
369,753.2,130.45,33
370,806.73,128.17,32
371,781.2,119.65,40
372,965.51,121.59,33
373,791.54,132.08,28
374,792.09,122.96,31
375,758.22,135.98,37
376,966.49,139.98,39
377,770.11,122.29,43
378,737.55,131.97,35
379,936.66,111.21,39
380,934.12,136.81,33
381,622.15,132.51,42
382,748.89,112.68,34
383,921.65,128.69,38
384,648.3,138.3,39
385,736.77,130.41,41
386,708.6,133.73,43
387,686.5,127.88,38
388,776.46,130.43,36
389,828.35,125.06,38
390,968.83,138.75,36
391,660.26,123.45,28
392,821.5,143.2,36
393,780,139.73,46
394,780.93,129.03,37
395,1190.57,120.28,41
396,851.7,139.45,32
397,799.39,143.66,42
398,976.71,167.84,41
399,1014.55,138.23,35
